tag,x,y,stage,srcsheet
Y86,79,121.3,seedling,TRC_ExhaustiveSearch_2016
Y87,68.4,107.9,seedling,TRC_ExhaustiveSearch_2016
Y88,137.52,102.2,seedling,TRC_ExhaustiveSearch_2016
Y9,135.25,109.62,seedling,TRC_ExhaustiveSearch_2016
Y90,59,92.6,seedling,TRC_ExhaustiveSearch_2016
Y91,142,118.26,seedling,TRC_ExhaustiveSearch_2016
Y92,64,106.79,seedling,TRC_ExhaustiveSearch_2016
Y93,137.2,115.3,seedling,TRC_ExhaustiveSearch_2016
Y94,59.7,122.53,seedling,TRC_ExhaustiveSearch_2016
Y95,128.9,109.52,seedling,TRC_ExhaustiveSearch_2016
Y96,85.42,119.97,seedling,TRC_ExhaustiveSearch_2016
Y97,62.3,77.4,seedling,TRC_ExhaustiveSearch_2016
Y98,121.6,76.1,seedling,TRC_ExhaustiveSearch_2016
